TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
428767018,TOI-6064,TOI-6064.01,6803.65,-108.5,108.5,1.74788,-0.14,0.14,4.11859,-0.11,0.11,347.587,-4.881,4.881,10.409,57.248111,49.111008,PC,08/02/2023 21:14,15.36852351,-1.15815,1.15815,2459919.689,-0.002491,0.002491,0.6498,-0.0231311,0.0231311,3.463,-0.15,0.15,15.3058859,-0.0001475,0.0001475,0.080610173,PC,3,4,3,3,4,4,4,2023-02-08 21:14:17.540042+00:00,2023-02-08 16:12:58.604000+00:00,,"[19, 59]",0,0,0,0,TRUE,,1.464,0.133,10.81,10.409,9.853,9.656,9.603,9.561,9.569,9.552,TRUE,455.29,-202.56,364.52,1.146908182,1.432502541,-0.637325034,1.371090189,0.1033234,-0.1033234,0.137023569,20498434155,16.85726332,0,90,0,0,0.2,0.8,2.3,72.8,91,40.5,12466.8,12466.8,427383.1912,313.9812898,2459927.342,27,26,1171.745868,5,66,130,2,18,35,Eclipse,2,18,35,0,0,0,2
196066560,TOI-6077,TOI-6077.01,3761,-157,157,0.656735,-0.019274,0.019274,4.60411,-0.0116478,0.0116478,124.484,-0.599,0.599,12.3475,314.913879,40.706012,PC,23/02/2023 20:53,3.168156041,-1.1183779,1.1183779,2458713.48,-0.001835,0.001835,0.195601168,-0.020030565,0.020030565,2.1060279,-0.4376893,0.4376893,2.2111104,-1.16E-05,1.16E-05,0.044226821,PC,2,4,1,1,4,4,4,2023-02-23 20:53:03.109230+00:00,2023-02-23 13:45:09.511000+00:00,some ramp-like transits; possible centroid offset,"[15, 55]",0,0,0,0,TRUE,,0.63215,,14.052,12.3475,11.06,10.408,10.235,10.102,10.06,9.682,TRUE,9.15,-5.45,13.41,0.042192579,0.02878912,-0.017147618,0.282644436,0.099775165,-0.099775165,0.028507378,4264643014,9.334058478,0,90,0,0,0.2,0.8,2.3,8.9,6.1,3.7,7581.70044,7581.70044,129904.3167,95.4354915,2458714.586,295,295,870.4685343,10,149,302,102,827,1650,Transit,10,149,302,1,0,1,1
186547153,TOI-608,TOI-608.01,8323,-126.4,126.4,2.13972,,,4.09,-1.38,1.38,500.647,,,10.1978,132.838846,-34.431856,APC,13/04/2019 05:20,10.54150718,,,2460011.845,-0.00069,0.00069,0.204,-0.10984,0.10984,1.834,-0.215,0.215,1.1908287,-1.70E-06,1.70E-06,0.045166359,PC,3,4,3,3,4,4,4,2019-04-13 05:20:07+00:00,2023-04-12 16:33:19.039000+00:00,TFOP APC/SB2,"[8, 35, 61, 62]",0,0,0,0,TRUE,"Star Mass, ",2.373522093,,10.442,10.1978,9.837,9.767,9.701,9.651,9.664,9.637,TRUE,432.69,-154.26,240.65,0.757169576,1.361394989,-0.485356239,0.940451896,,,0.02933205,4388012199,2.947737978,0,90,0,0,0.2,0.8,2.3,81.6,146.7,52.3,6602.4,6602.4,31307691.33,23000.50519,2460012.441,451,451,3427.839337,10,134,269,1,10,20,Eclipse,1,10,20,0,0,0,2
134404603,TOI-609,TOI-609.01,5759,-128.2,128.2,1.19285,-0.06,0.06,4.29773,-0.08,0.08,144.623,-0.608,0.608,9.836,122.339812,-39.164589,APC,13/04/2019 05:20,14.60558713,-1.5824,1.5824,2460007.604,-0.000739,0.000739,1.2601,-0.298794,0.298794,1.363,-0.215,0.215,4.9699991,-2.60E-06,2.60E-06,0.112254176,PC,3,4,3,3,4,4,4,2019-04-13 05:20:07+00:00,2023-04-12 16:38:46.874000+00:00,TFOP APC/SB2,"[7, 8, 34, 35, 61, 62]",0,0,0,0,TRUE,,1.03,,10.618,9.836,9.169,8.845,8.731,8.415,8.452,8.621,TRUE,508.51,-217.08,378.33,1.190359301,1.599951387,-0.683010063,1.303025447,0.141172515,-0.141172515,0.057580745,8613956896,10.37994031,0,90,0,0,0.2,0.8,2.3,139,186.8,79.8,4906.8,4906.8,578498.7495,424.9998299,2460010.089,140,140,1263.963849,2,20,39,1,2,5,Eclipse,1,2,5,0,0,0,2
293743169,TOI-6097,TOI-6097.01,7433,,,1.84764,,,,,,452.889,,,10.4284,119.496736,-21.013365,PC,23/03/2023 19:51,12.12557439,,,2459986.784,-0.000871,0.000871,0.362,-0.0128243,0.0128243,1.773,-0.117,0.117,1.1256838,-1.30E-06,1.30E-06,0.060166436,PC,3,4,3,3,4,4,4,2023-03-23 19:51:58.971782+00:00,2023-03-23 15:26:05.254000+00:00,possible depth-aperture correlation; possibly synchronized,"[7, 61]",0,0,0,0,TRUE,"Star Mass, ",1.858794138,,10.568,10.4284,10.089,9.986,9.975,9.846,9.895,9.965,TRUE,713.4,-268.65,430.92,1.355825946,2.244607421,-0.845267429,1.08177315,,,0.02604493,3896266009,3.031162647,0,90,0,0,0.2,0.8,2.3,175.2,290.1,109.3,6382.8,6382.8,18832392.05,13835.40314,2459987.347,418,418,3018.870716,13,177,357,1,5,10,Eclipse,1,5,10,0,0,0,2
92590258,TOI-6103,TOI-6103.01,7069,-137.874,137.874,1.30309,-0.0526231,0.0526231,4.40124,-0.0816785,0.0816785,295.408,-2.558,2.558,10.6664,128.717977,-49.932522,PC,23/03/2023 19:52,14.64505004,-0.751578,0.751578,2459965.819,-0.001011,0.001011,1.061625978,-0.05929052,0.05929052,3.1662519,-0.0844627,0.0844627,3.2422424,-0.0002888,0.0002888,0.103035236,PC,3,4,3,3,4,4,4,2023-03-23 19:52:45.122984+00:00,2023-03-23 13:21:28.254000+00:00,nearby bright star (Tmag~8) 35'' away contaminating difference image but signal appears to be on this star,[61],0,0,0,0,TRUE,,1.56,,11.068,10.6664,10.186,9.991,9.905,9.785,9.858,9.858,TRUE,507.06,-215.44,376.27,1.183877816,1.595389177,-0.677850046,1.306546098,0.067051413,-0.067051413,0.049732971,7439946558,8.206791512,0,90,0,0,0.2,0.8,2.3,120.9,162.8,69.2,11398.50684,11398.50684,2101498.738,1543.88684,2459967.44,288,289,1744.842711,1,17,34,1,2,3,Eclipse,1,2,3,0,0,0,3
265010875,TOI-6104,TOI-6104.01,6316,-130.7,130.7,3.18048,-0.172462,0.172462,3.52651,-0.09,0.09,614.477,-17.9315,17.9315,10.4146,126.585367,5.2584,PC,23/03/2023 19:52,18.50441742,-1.0898303,1.0898303,2459968.466,-0.002091,0.002091,0.284514325,-0.009459097,0.009459097,8.4737438,-0.1628249,0.1628249,6.4095555,-0.0011079,0.0011079,0.053339884,PC,3,4,3,3,4,4,4,2023-03-23 19:52:45.249312+00:00,2023-03-23 13:23:12.490000+00:00,evolved host star; apparent odd-even likely due to transits at the end of orbits ,"[7, 34, 61]",0,0,0,0,TRUE,,1.24,,11.047,10.4146,9.929,9.678,9.601,9.564,9.589,9.525,TRUE,290.22,-152.32,319.88,1.006455035,0.913134238,-0.479252316,1.650856386,0.097228314,-0.097228314,0.072566973,10855864608,4.906250812,0,90,0,0,0.2,0.8,2.3,95.4,86.6,45.4,30505.47768,30505.47768,3746676.926,2752.533273,2459971.671,55,59,2016.286538,3,26,52,1,3,6,Eclipse,1,3,6,0,0,0,2
182405015,TOI-6105,TOI-6105.01,7173,-259,259,1.12074,-0.0434623,0.0434623,4.54318,-0.75,0.75,266.809,-2.5085,2.5085,10.8235,123.656967,-41.156136,PC,23/03/2023 19:52,14.55180675,-0.5682903,0.5682903,2459966.48,-0.000405,0.000405,1.41697678,-0.014862244,0.014862244,2.4670483,-0.0308113,0.0308113,3.1122402,-0.0002181,0.0002181,0.119036834,PC,3,4,3,3,4,4,4,2023-03-23 19:52:45.401934+00:00,2025-07-09 22:43:38.700000+00:00,,"[8, 61, 62]",0,0,0,0,TRUE,,1.6,,11.304,10.8235,10.282,10.058,10.029,9.975,10.003,9.983,TRUE,514.07,-217.72,378.22,1.190013203,1.617445104,-0.685023728,1.298227474,0.050699552,-0.050699552,0.048804424,7301037937,9.363920745,0,90,0,0,0.2,0.8,2.3,121.1,164.6,69.7,8881.37388,8881.37388,1711350.802,1257.260799,2459968.036,239,240,1657.513096,1,15,30,1,2,3,Eclipse,1,2,3,0,0,0,3
258234731,TOI-6106,TOI-6106.01,5618,-122.896,122.896,1.04006,-0.0520176,0.0520176,4.39959,-0.0792673,0.0792673,294.59,-2.534,2.534,11.646,127.019217,-24.166962,APC,23/03/2023 19:52,15.89766827,-0.7685802,0.7685802,2459964.625,-0.000718,0.000718,1.963761378,-0.033433398,0.033433398,4.0307342,-0.0548296,0.0548296,6.4240944,-0.0003886,0.0003886,0.140134271,PC,3,4,3,3,4,4,4,2023-03-23 19:52:45.533660+00:00,2023-03-23 13:48:01.330000+00:00,,[61],0,0,0,0,TRUE,,0.99,,12.303,11.646,10.997,10.654,10.6,10.523,10.563,10.309,TRUE,421.79,-192.94,355.76,1.11934614,1.327099753,-0.607057129,1.418297404,0.068568251,-0.068568251,0.067428508,10087161270,13.94082793,0,90,0,0,0.2,0.8,2.3,123.2,146.1,66.8,14510.64312,14510.64312,290422.5676,213.3618127,2459967.837,71,74,1063.953025,1,17,35,1,5,11,Eclipse,1,5,11,0,0,0,2
152245179,TOI-6107,TOI-6107.01,9394,-277.1,277.1,2.64206,-0.105076,0.105076,3.97258,-1.33,1.33,1311.48,-45.24,45.24,11.8338,119.888415,-32.706065,PC,23/03/2023 19:52,25.13881592,-1.1051998,1.1051998,2459966.34,-0.001251,0.001251,0.760926879,-0.020983008,0.020983008,3.9779406,-0.1007884,0.1007884,3.7899018,-0.0004235,0.0004235,0.087231123,PC,3,4,3,3,4,4,4,2023-03-23 19:52:45.668121+00:00,2023-03-23 13:28:19.249000+00:00,large planet around large star,"[8, 61]",0,0,0,0,TRUE,,2.39,,12.122,11.8338,11.42,11.356,11.33,11.276,11.291,11.315,TRUE,198.89,-112.22,257.72,0.810877803,0.625777923,-0.353083606,2.242738794,0.098599491,-0.098599491,0.063611045,9516076919,5.177179996,0,90,0,0,0.2,0.8,2.3,59.1,45.7,25.8,14320.58616,14320.58616,16472394.54,12101.60763,2459968.235,156,156,2919.368555,1,5,10,1,4,8,Eclipse,1,4,8,0,0,0,2
384984325,TOI-6109,TOI-6109.01,5763.31,-162.8,162.8,0.953223,-0.06,0.06,4.49336,-0.09,0.09,151.738,-1.0855,1.0855,10.3622,50.131921,42.606956,PC,23/03/2023 20:01,4.324622899,-0.30596,0.30596,2459908.091,-0.002118,0.002118,0.173,-0.0119713,0.0119713,2.337,-0.418,0.418,8.5386633,-3.03E-05,3.03E-05,0.041593269,PC,3,4,3,3,4,4,4,2023-03-23 20:01:21.016798+00:00,2023-03-23 16:00:54.600000+00:00,potential multi; variable star,"[18, 58]",0,0,0,0,TRUE,,1.032,0.0895064,11.05,10.3622,9.656,9.316,9.251,9.233,9.259,9.223,TRUE,20.3,-10.13,20.32,0.06393387,0.063870943,-0.031872544,0.385817676,0.02729597,-0.02729597,0.082622076,12360086588,18.63824418,0,90,0,0,0.2,0.8,2.3,6.2,6.2,3.1,8413.2,8413.2,179962.6692,132.2113555,2459912.36,46,45,943.9619395,5,62,124,80,590,1169,Transit,5,62,124,0,0,0,1
384984325,TOI-6109,TOI-6109.02,5763.31,-162.8,162.8,0.953223,-0.06,0.06,4.49336,-0.09,0.09,151.738,-1.0855,1.0855,10.3622,50.131921,42.606956,PC,20/07/2023 23:26,3.986427401,-0.46155,0.46155,2459900.82,-0.002352,0.002352,0.147,-0.0276305,0.0276305,1.107,-0.462,0.462,5.6952223,-0.0005344,0.0005344,0.038340579,PC,2,4,1,1,4,4,4,2023-07-20 23:26:55.507728+00:00,2023-07-20 17:28:45.990000+00:00,potential multi; variable star,"[18, 58]",0,0,0,0,TRUE,,1.032,0.0895064,11.05,10.3622,9.656,9.316,9.251,9.233,9.259,9.223,TRUE,16.41,-8.67,18.25,0.057420922,0.051631634,-0.027278871,0.355645843,0.041176804,-0.041176804,0.063072845,9435563368,14.2282445,0,90,0,0,0.2,0.8,2.3,6.4,5.8,3,3985.2,3985.2,308808.8806,226.8694995,2459903.667,70,66,1080.391908,9,130,261,99,833,1662,Transit,9,130,261,0,0,0,1
154459165,TOI-611,TOI-611.01,4869,-119.8,119.8,0.787173,-0.05,0.05,4.54355,-0.09,0.09,97.3234,-0.34625,0.34625,10.4259,122.034347,-28.066189,PC,01/04/2019 16:51,3.258232825,-1.75312,1.75312,2459983.665,-0.003839,0.003839,0.144,-0.243003,0.243003,3.402,-1.09,1.09,3.1471655,-1.14E-05,1.14E-05,0.037947332,PC,2,4,1,1,4,4,4,2019-04-01 16:51:58+00:00,2023-03-23 18:04:26.115000+00:00,possible offset towards 154459164,"[7, 8, 34, 61]",0,0,0,0,TRUE,,0.79,,11.456,10.4259,9.605,9.173,9.044,8.924,8.986,8.957,TRUE,9.83,-5.76,13.92,0.043797218,0.030928639,-0.018122987,0.290680563,0.156403159,-0.156403159,0.038853558,5812409538,10.61363172,0,90,0,0,0.2,0.8,2.3,7.1,5,2.9,12247.2,12247.2,282578.8534,207.5993504,2459985.238,165,165,1056.799915,3,30,59,22,146,292,Transit,3,30,59,0,0,0,1
7439480,TOI-6110,TOI-6110.01,3642,-157,157,0.541406,-0.02,0.02,4.70137,-0.01,0.01,122.281,-0.637,0.637,13.0739,212.929098,-29.97494,PC,23/03/2023 20:16,8.958020521,-0.339334,0.339334,2459360.305,-0.000416,0.000416,2.301,-0.00114553,0.00114553,1.105,-0.083,0.083,1.2541235,-1.70E-06,1.70E-06,0.151690474,PC,3,4,3,3,4,4,4,2023-03-23 20:16:39.542341+00:00,2023-03-23 16:16:04.324000+00:00,true source of the signal previously released on TIC 7439480 as TOI 4339.01,"[11, 38]",0,0,0,0,TRUE,,0.537459,,14.742,13.0739,11.664,11.057,10.832,12.965,12.775,12.196,TRUE,201.63,-71.65,111.15,0.34971701,0.634398927,-0.225436111,0.799182436,0.030273404,-0.030273404,0.018508288,2768800529,7.351003027,0,90,0,0,0.2,0.8,2.3,99.7,180.9,64.3,3978,3978,184126.2108,135.2701425,2459360.932,291,291,949.8425984,2,27,53,1,10,19,Eclipse,1,10,19,1,0,1,2
189322727,TOI-6111,TOI-6111.01,5698,-185.2,185.2,1.05546,-0.06,0.06,4.39765,-0.08,0.08,302.326,-2.342,2.342,11.6894,309.708254,44.791967,APC,30/03/2023 21:13,12.58193263,-0.885801,0.885801,2459848.781,-0.000641,0.000641,1.1944,-0.109817,0.109817,1.289,-0.333,0.333,5.8340292,-1.12E-05,1.12E-05,0.109288609,PC,3,4,3,3,4,4,4,2023-03-30 21:13:34.646783+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 41, 55, 56]",0,0,0,0,TRUE,,1.015,,12.311,11.6894,10.97,10.615,10.513,10.458,10.505,9.949,TRUE,674.1,-259.08,420.2,1.322097054,2.120955793,-0.815156841,1.122486775,0.079026008,-0.079026008,0.063764949,9539100655,12.9910319,0,90,0,0,0.2,0.8,2.3,147.8,237.1,91.1,4640.4,4640.4,353912.9963,260.0056843,2459851.698,149,147,1117.855383,20,296,593,4,36,71,Eclipse,4,36,71,0,0,0,1
258741560,TOI-6112,TOI-6112.01,6556.87,-141.4,141.4,1.57367,-0.08,0.08,4.17778,-0.1,0.1,471.571,-8.5105,8.5105,11.2223,332.453393,22.566069,PC,30/03/2023 21:13,8.045617344,-0.490599,0.490599,2459852.026,-0.002445,0.002445,0.2197,-0.01511,0.01511,1.373,-0.217,0.217,1.8859353,-0.0003069,0.0003069,0.046872167,PC,3,4,3,3,4,4,4,2023-03-30 21:13:34.819591+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[56],0,0,0,0,TRUE,,1.36,0.106,12.154,11.2223,10.693,10.454,10.432,10.412,10.426,10.325,TRUE,117.8,-42.56,66.71,0.209893133,0.37064025,-0.133908735,0.717783136,0.043768386,-0.043768386,0.033099381,4951596902,4.522823224,0,90,0,0,0.2,0.8,2.3,28.1,49.7,18,4942.8,4942.8,5121167.137,3762.316105,2459852.969,212,211,2180.101775,8,125,248,7,63,126,Eclipse,7,63,126,0,0,0,1
116631353,TOI-6113,TOI-6113.01,6178,-124.9,124.9,2.70452,-0.15,0.15,3.64577,-0.09,0.09,1174.24,-42.44,42.44,12.307,318.523748,35.079027,PC,30/03/2023 21:13,23.312406,-1.22377,1.22377,2459845.198,-0.002322,0.002322,0.6245,-0.0225897,0.0225897,6.715,-0.477,0.477,4.9218915,-3.07E-05,3.07E-05,0.079025312,PC,3,4,3,3,4,4,4,2023-03-30 21:13:34.967581+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 55, 56]",0,0,0,0,TRUE,,1.18,,12.822,12.307,11.729,11.412,11.386,11.364,11.4,11.334,TRUE,195.16,-113.25,271.73,0.854958192,0.61404203,-0.356324349,2.079797134,0.109177634,-0.109177634,0.05985262,8953824504,4.758788212,0,90,0,0,0.2,0.8,2.3,91.5,65.7,38.1,24174,24174,3645526.645,2678.222218,2459847.658,110,110,2002.556221,1,19,37,1,5,11,Eclipse,1,5,11,1,0,1,2
436508469,TOI-6117,TOI-6117.01,6209,-127.5,127.5,1.64117,-0.08,0.08,4.0833,-0.09,0.09,483.576,-8.594,8.594,11.5989,348.099929,22.34547,PC,30/03/2023 21:13,13.55896919,-0.632838,0.632838,2459850.257,-0.003069,0.003069,0.5737,-0.0203097,0.0203097,5.285,-0.392,0.392,9.866312,-0.0021019,0.0021019,0.075742986,PC,3,4,3,3,4,4,4,2023-03-30 21:13:35.534465+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[56],0,0,0,0,TRUE,,1.19,,12.229,11.5989,10.921,10.72,10.627,10.573,10.59,10.398,TRUE,590.18,-237.38,397.9,1.251933407,1.856913944,-0.746881006,1.209652288,0.056458122,-0.056458122,0.095433,14276573604,12.50398419,0,90,0,0,0.2,0.8,2.3,105.6,156.7,63.1,19026,19026,538709.8299,395.7685064,2459855.19,38,34,1241.602145,14,191,378,3,25,47,Eclipse,3,25,47,0,0,0,1
125367522,TOI-6118,TOI-6118.01,6455,-133,133,3.44444,-0.19,0.19,3.4811,-0.09,0.09,1242.07,-38.085,38.085,11.8495,320.895178,38.313832,PC,30/03/2023 21:13,19.34799931,-0.945167,0.945167,2459849.217,-0.002704,0.002704,0.2652,-0.00815303,0.00815303,8.452,-0.506,0.506,4.6474314,-2.89E-05,2.89E-05,0.051497573,PC,3,4,3,3,4,4,4,2023-03-30 21:13:35.646877+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 55, 56]",0,0,0,0,TRUE,,1.31,,12.321,11.8495,11.239,11.006,10.934,10.882,10.886,10.857,TRUE,260.27,-141.53,310.03,0.975463469,0.818901,-0.44530318,1.72611585,0.084322297,-0.084322297,0.059648978,8923360038,3.723812357,0,90,0,0,0.2,0.8,2.3,99.2,83.3,45.3,30427.2,30427.2,7095799.093,5212.999008,2459851.541,122,122,2365.306114,5,69,136,1,8,17,Eclipse,1,8,17,0,0,0,2
322498101,TOI-6119,TOI-6119.01,6437,-122,122,1.59221,,,4.14801,,,920.216,-12.3635,12.3635,13.2225,309.204322,49.609904,PC,30/03/2023 21:13,20.02135734,,,2459846.468,-0.002423,0.002423,1.329,-0.0713856,0.0713856,2.712,-0.482,0.482,4.2070367,-1.55E-05,1.55E-05,0.115282262,PC,3,4,3,3,4,4,4,2023-03-30 21:13:35.787201+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 16, 41, 55, 56]",0,0,0,0,TRUE,,1.3,,13.905,13.2225,12.471,12.222,12.161,12.11,12.136,11.972,TRUE,241.1,-134.05,302.46,0.951645585,0.758585435,-0.421768468,1.786188934,,,0.055675932,8329000812,7.519181254,0,90,0,0,0.2,0.8,2.3,100.6,80.2,44.6,9763.2,9763.2,1721008.449,1264.355885,2459848.571,238,236,1659.905005,3,49,97,2,15,29,Eclipse,2,15,29,1,0,1,2
435851868,TOI-6120,TOI-6120.01,4894,-132.3,132.3,0.800734,-0.06,0.06,4.53418,-0.09,0.09,240.498,-2.2235,2.2235,12.3983,343.883119,22.563967,PC,30/03/2023 21:13,13.12270026,-0.884817,0.884817,2459852.217,-0.000535,0.000535,2.2574,-0.0393711,0.0393711,1.997,-0.074,0.074,2.1350899,-7.46E-05,7.46E-05,0.150246464,PC,3,4,3,3,4,4,4,2023-03-30 21:13:35.908752+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[56],0,0,0,0,TRUE,,0.8,,13.219,12.3983,11.524,11.069,10.947,10.912,10.979,10.64,TRUE,629.78,-247.7,408.09,1.283994733,1.981509478,-0.779351357,1.170730914,0.078938221,-0.078938221,0.030139089,4508743482,8.093665556,0,90,0,0,0.2,0.8,2.3,235.2,362.9,142.7,7189.2,7189.2,495999.6646,364.3910609,2459853.285,177,177,1216.399799,4,53,107,1,4,8,Eclipse,1,4,8,1,0,1,2
165682741,TOI-6121,TOI-6121.01,6725,-465.9,465.9,1.3749,-0.06,0.06,4.31747,-0.12,0.12,441.015,-5.934,5.934,11.5823,316.927293,40.450561,PC,30/03/2023 21:13,14.52224466,-0.639161,0.639161,2459845.747,-0.000893,0.000893,0.9377,-0.0262192,0.0262192,3.088,-0.205,0.205,4.2916798,-6.10E-06,6.10E-06,0.096834911,PC,3,4,3,3,4,4,4,2023-03-30 21:13:36.036238+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 56]",0,0,0,0,TRUE,,1.432,,11.772,11.5823,10.943,10.708,10.652,10.59,10.617,10.67,TRUE,515.68,-218.67,379.56,1.194229314,1.62251073,-0.688012762,1.295590117,0.057022223,-0.057022223,0.058270507,8717143763,9.113413863,0,90,0,0,0.2,0.8,2.3,117.6,159.7,67.7,11116.8,11116.8,1395802.81,1025.440344,2459847.893,145,147,1575.203776,5,66,131,1,6,13,Eclipse,1,6,13,0,0,0,2
352442207,TOI-6122,TOI-6122.01,6391,-126.5,126.5,2.17823,-0.11,0.11,3.86907,-0.09,0.09,765.772,-14.905,14.905,11.6925,297.503626,54.153548,PC,30/03/2023 21:13,17.92059319,-0.794791,0.794791,2459847.212,-0.001014,0.001014,0.5689,-0.00954523,0.00954523,5.626,-0.32,0.32,4.6107024,-8.10E-06,8.10E-06,0.07542546,PC,3,4,3,3,4,4,4,2023-03-30 21:13:36.169967+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 16, 41, 54, 55, 56]",0,0,0,0,TRUE,,1.28,,12.177,11.6925,11.198,11.028,10.929,10.905,10.928,10.908,TRUE,313.7,-160.27,326.65,1.027755837,0.98701058,-0.504265813,1.598770988,0.070906626,-0.070906626,0.058878944,8808164723,5.812456148,0,90,0,0,0.2,0.8,2.3,106.5,102.2,52.2,20253.6,20253.6,2798602.397,2056.02094,2459849.517,270,270,1874.450495,3,44,87,1,6,12,Eclipse,1,6,12,0,0,0,2
269488987,TOI-6124,TOI-6124.01,5149,-125.9,125.9,0.83812,-0.05,0.05,4.53097,-0.09,0.09,271.974,-1.9,1.9,12.3101,315.220171,39.39179,PC,30/03/2023 21:13,13.69487228,-0.775303,0.775303,2459850.466,-0.000383,0.000383,2.2441,-0.0637096,0.0637096,2.303,-0.109,0.109,2.8474853,-1.90E-06,1.90E-06,0.149803204,PC,3,4,3,3,4,4,4,2023-03-30 21:13:36.441135+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[15, 55, 56]",0,0,0,0,TRUE,,0.87,,13.005,12.3101,11.495,11.065,10.999,10.753,10.805,10.889,TRUE,579.98,-234.45,394.55,1.241393129,1.824821155,-0.737662195,1.221776771,0.06916802,-0.06916802,0.037550193,5617428958,9.634060762,0,90,0,0,0.2,0.8,2.3,195.3,287.1,116.1,8290.8,8290.8,428999.7727,315.1689275,2459851.89,219,220,1173.014022,3,48,98,1,5,10,Eclipse,1,5,10,1,0,1,2
404516402,TOI-6125,TOI-6125.01,4767,-129.3,129.3,0.856021,-0.06,0.06,4.45789,-0.09,0.09,291.92,-3.3805,3.3805,12.8119,334.899052,12.356411,PC,30/03/2023 21:13,12.73248548,-0.830345,0.830345,2459849.022,-0.000745,0.000745,1.8595,-0.0538675,0.0538675,1.963,-0.081,0.081,2.3107907,-0.0001295,0.0001295,0.136363485,PC,3,4,3,3,4,4,4,2023-03-30 21:13:36.587704+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[56],0,0,0,0,TRUE,,0.767,,13.559,12.8119,11.894,11.411,11.299,11.243,11.325,11.192,TRUE,660.45,-255.14,415.93,1.308662131,2.07800809,-0.802760215,1.135918224,0.074078546,-0.074078546,0.031328685,4686704604,7.869754038,0,90,0,0,0.2,0.8,2.3,240.1,381.2,147.3,7066.8,7066.8,472209.726,346.9135472,2459850.178,152,156,1201.571378,8,123,250,1,8,17,Eclipse,1,8,17,1,0,1,2
